No NaNs in numerical features, skipping
self.category_embeddings.weight.shape=torch.Size([34, 4])
self.category_embeddings.weight.shape=torch.Size([34, 4])
epoch: 0, Train MSE: 9.400910, Train CE:1.646942, Train MMD:0.000490, Train Triplet:1.153975, Val MSE:7.690629, Val CE:1.486479, Val MMD:0.000500, Val Triplet:0.516750
epoch: 1, Train MSE: 7.014553, Train CE:1.543572, Train MMD:0.000490, Train Triplet:1.205295, Val MSE:6.136646, Val CE:1.502016, Val MMD:0.000500, Val Triplet:0.518489
epoch: 2, Train MSE: 5.699455, Train CE:1.554987, Train MMD:0.000490, Train Triplet:1.171043, Val MSE:5.040390, Val CE:1.536277, Val MMD:0.000500, Val Triplet:0.509903
epoch: 3, Train MSE: 4.525771, Train CE:1.607272, Train MMD:0.000490, Train Triplet:1.119782, Val MSE:4.095698, Val CE:1.612615, Val MMD:0.000500, Val Triplet:0.500762
epoch: 4, Train MSE: 3.713773, Train CE:1.690946, Train MMD:0.000490, Train Triplet:1.092548, Val MSE:3.549637, Val CE:1.694140, Val MMD:0.000500, Val Triplet:0.499800
epoch: 5, Train MSE: 3.291006, Train CE:1.713617, Train MMD:0.000490, Train Triplet:1.044617, Val MSE:3.403641, Val CE:1.680064, Val MMD:0.000500, Val Triplet:0.499967
epoch: 6, Train MSE: 2.883941, Train CE:1.664035, Train MMD:0.000490, Train Triplet:1.039702, Val MSE:2.988965, Val CE:1.605597, Val MMD:0.000502, Val Triplet:0.498168
epoch: 7, Train MSE: 2.543534, Train CE:1.636142, Train MMD:0.000492, Train Triplet:1.030032, Val MSE:2.716609, Val CE:1.588073, Val MMD:0.000505, Val Triplet:0.499349
epoch: 8, Train MSE: 2.337216, Train CE:1.699780, Train MMD:0.000494, Train Triplet:1.051954, Val MSE:2.638509, Val CE:1.623212, Val MMD:0.000506, Val Triplet:0.499250
epoch: 9, Train MSE: 2.172954, Train CE:1.761627, Train MMD:0.000496, Train Triplet:0.996666, Val MSE:2.604158, Val CE:1.608220, Val MMD:0.000522, Val Triplet:0.498695
epoch: 10, Train MSE: 2.100762, Train CE:1.637063, Train MMD:0.000521, Train Triplet:0.851539, Val MSE:2.419764, Val CE:1.537333, Val MMD:0.000574, Val Triplet:0.458176
epoch: 11, Train MSE: 1.904624, Train CE:1.565290, Train MMD:0.000548, Train Triplet:0.531051, Val MSE:2.354652, Val CE:1.453858, Val MMD:0.000602, Val Triplet:0.390874
epoch: 12, Train MSE: 1.790188, Train CE:1.444502, Train MMD:0.000597, Train Triplet:0.562554, Val MSE:2.177537, Val CE:1.379577, Val MMD:0.000712, Val Triplet:0.501068
epoch: 13, Train MSE: 1.671138, Train CE:1.351742, Train MMD:0.000731, Train Triplet:0.553511, Val MSE:2.138595, Val CE:1.310173, Val MMD:0.000997, Val Triplet:0.000000
epoch: 14, Train MSE: 1.669159, Train CE:1.263475, Train MMD:0.001122, Train Triplet:0.526063, Val MSE:2.125055, Val CE:1.212406, Val MMD:0.001471, Val Triplet:0.000000
epoch: 15, Train MSE: 1.646044, Train CE:1.165493, Train MMD:0.001578, Train Triplet:0.524467, Val MSE:2.094495, Val CE:1.150010, Val MMD:0.001843, Val Triplet:0.000000
epoch: 16, Train MSE: 1.615743, Train CE:1.084280, Train MMD:0.001946, Train Triplet:0.521878, Val MSE:2.066113, Val CE:1.096674, Val MMD:0.002283, Val Triplet:0.000000
