No NaNs in numerical features, skipping
self.category_embeddings.weight.shape=torch.Size([3, 4])
self.category_embeddings.weight.shape=torch.Size([3, 4])
epoch: 0, Train MSE: 4.615454, Train CE:1.013963, Train MMD:0.001149, Train Triplet:0.825980, Val MSE:3.181266, Val CE:1.100393, Val MMD:0.001967, Val Triplet:0.508118
epoch: 1, Train MSE: 3.035980, Train CE:1.094343, Train MMD:0.001369, Train Triplet:0.835720, Val MSE:2.499004, Val CE:1.296635, Val MMD:0.002342, Val Triplet:0.520674
epoch: 2, Train MSE: 2.265344, Train CE:1.173007, Train MMD:0.001746, Train Triplet:0.901595, Val MSE:2.111781, Val CE:1.395395, Val MMD:0.002794, Val Triplet:0.503642
epoch: 3, Train MSE: 1.798823, Train CE:1.225588, Train MMD:0.002190, Train Triplet:0.972782, Val MSE:1.782946, Val CE:1.409222, Val MMD:0.003482, Val Triplet:0.518149
epoch: 4, Train MSE: 1.504274, Train CE:1.237270, Train MMD:0.002719, Train Triplet:1.066381, Val MSE:1.618767, Val CE:1.377764, Val MMD:0.004125, Val Triplet:0.519536
epoch: 5, Train MSE: 1.327524, Train CE:1.209495, Train MMD:0.003711, Train Triplet:1.101027, Val MSE:1.313317, Val CE:1.320006, Val MMD:0.005009, Val Triplet:0.538648
epoch: 6, Train MSE: 1.168237, Train CE:1.191993, Train MMD:0.004710, Train Triplet:1.016908, Val MSE:1.169071, Val CE:1.284019, Val MMD:0.006889, Val Triplet:0.549190
epoch: 7, Train MSE: 1.046191, Train CE:1.159541, Train MMD:0.005977, Train Triplet:1.102913, Val MSE:1.044686, Val CE:1.235564, Val MMD:0.007786, Val Triplet:0.565592
epoch: 8, Train MSE: 0.883002, Train CE:1.140694, Train MMD:0.007597, Train Triplet:1.105608, Val MSE:0.951504, Val CE:1.196964, Val MMD:0.010277, Val Triplet:0.550193
epoch: 9, Train MSE: 0.851117, Train CE:1.111530, Train MMD:0.008849, Train Triplet:0.797130, Val MSE:0.898557, Val CE:1.159578, Val MMD:0.011259, Val Triplet:0.538946
epoch: 10, Train MSE: 0.786216, Train CE:1.082282, Train MMD:0.009981, Train Triplet:0.732860, Val MSE:0.812410, Val CE:1.108002, Val MMD:0.012571, Val Triplet:0.544647
epoch: 11, Train MSE: 0.734686, Train CE:1.064125, Train MMD:0.011649, Train Triplet:0.653796, Val MSE:0.741567, Val CE:1.045259, Val MMD:0.014172, Val Triplet:0.525743
epoch: 12, Train MSE: 0.685109, Train CE:1.027363, Train MMD:0.012845, Train Triplet:0.652421, Val MSE:0.722394, Val CE:0.992980, Val MMD:0.016225, Val Triplet:0.538490
epoch: 13, Train MSE: 0.642058, Train CE:0.988345, Train MMD:0.013545, Train Triplet:0.710746, Val MSE:0.644759, Val CE:0.924538, Val MMD:0.016454, Val Triplet:0.541640
epoch: 14, Train MSE: 0.588201, Train CE:0.939682, Train MMD:0.014393, Train Triplet:0.751041, Val MSE:0.613224, Val CE:0.846458, Val MMD:0.017813, Val Triplet:0.542083
epoch: 15, Train MSE: 0.583140, Train CE:0.896136, Train MMD:0.015468, Train Triplet:0.846183, Val MSE:0.550328, Val CE:0.784355, Val MMD:0.019780, Val Triplet:0.558970
epoch: 16, Train MSE: 0.536984, Train CE:0.843435, Train MMD:0.017123, Train Triplet:0.878516, Val MSE:0.516130, Val CE:0.719624, Val MMD:0.022641, Val Triplet:0.573755
epoch: 17, Train MSE: 0.496755, Train CE:0.799349, Train MMD:0.019861, Train Triplet:0.823956, Val MSE:0.462977, Val CE:0.667681, Val MMD:0.026689, Val Triplet:0.577667
epoch: 18, Train MSE: 0.473988, Train CE:0.754557, Train MMD:0.023700, Train Triplet:0.790829, Val MSE:0.442955, Val CE:0.625607, Val MMD:0.030185, Val Triplet:0.565844
epoch: 19, Train MSE: 0.421074, Train CE:0.725400, Train MMD:0.026824, Train Triplet:0.894443, Val MSE:0.415890, Val CE:0.597322, Val MMD:0.032744, Val Triplet:0.557981
epoch: 20, Train MSE: 0.413477, Train CE:0.695901, Train MMD:0.029162, Train Triplet:0.770585, Val MSE:0.414790, Val CE:0.569815, Val MMD:0.031817, Val Triplet:0.594438
epoch: 21, Train MSE: 0.400570, Train CE:0.683619, Train MMD:0.029228, Train Triplet:0.780616, Val MSE:0.410727, Val CE:0.545054, Val MMD:0.033663, Val Triplet:0.587681
epoch: 22, Train MSE: 0.416585, Train CE:0.645877, Train MMD:0.028679, Train Triplet:0.747113, Val MSE:0.396029, Val CE:0.526526, Val MMD:0.035870, Val Triplet:0.532242
epoch: 23, Train MSE: 0.386219, Train CE:0.634694, Train MMD:0.029788, Train Triplet:0.773774, Val MSE:0.408159, Val CE:0.499198, Val MMD:0.038119, Val Triplet:0.506179
epoch: 24, Train MSE: 0.407401, Train CE:0.618487, Train MMD:0.029148, Train Triplet:1.062880, Val MSE:0.402041, Val CE:0.472325, Val MMD:0.036874, Val Triplet:0.519479
epoch: 25, Train MSE: 0.422819, Train CE:0.587738, Train MMD:0.026138, Train Triplet:1.017463, Val MSE:0.386377, Val CE:0.458588, Val MMD:0.040046, Val Triplet:0.517680
epoch: 26, Train MSE: 0.399079, Train CE:0.577799, Train MMD:0.030123, Train Triplet:0.756279, Val MSE:0.385483, Val CE:0.454139, Val MMD:0.043857, Val Triplet:0.516973
