No NaNs in numerical features, skipping
self.category_embeddings.weight.shape=torch.Size([34, 4])
self.category_embeddings.weight.shape=torch.Size([34, 4])
epoch: 0, Train MSE: 5.875772, Train CE:1.570315, Train MMD:0.000490, Train Triplet:1.153540, Val MSE:4.365922, Val CE:1.408975, Val MMD:0.000500, Val Triplet:0.515358
epoch: 1, Train MSE: 3.553727, Train CE:1.450581, Train MMD:0.000490, Train Triplet:1.207954, Val MSE:3.006534, Val CE:1.324675, Val MMD:0.000500, Val Triplet:0.498705
epoch: 2, Train MSE: 2.409254, Train CE:1.401184, Train MMD:0.000492, Train Triplet:1.145744, Val MSE:2.060837, Val CE:1.296563, Val MMD:0.000505, Val Triplet:0.504688
epoch: 3, Train MSE: 1.634414, Train CE:1.400283, Train MMD:0.000516, Train Triplet:1.130645, Val MSE:1.501143, Val CE:1.279100, Val MMD:0.000561, Val Triplet:0.509928
epoch: 4, Train MSE: 1.194225, Train CE:1.371716, Train MMD:0.000630, Train Triplet:1.122657, Val MSE:1.236734, Val CE:1.237233, Val MMD:0.000688, Val Triplet:0.505575
epoch: 5, Train MSE: 1.026829, Train CE:1.315444, Train MMD:0.000972, Train Triplet:1.101077, Val MSE:1.101845, Val CE:1.168214, Val MMD:0.001052, Val Triplet:0.503090
epoch: 6, Train MSE: 0.998920, Train CE:1.230453, Train MMD:0.001493, Train Triplet:0.975789, Val MSE:1.129764, Val CE:1.130816, Val MMD:0.001576, Val Triplet:0.502943
epoch: 7, Train MSE: 1.035211, Train CE:1.213959, Train MMD:0.001785, Train Triplet:0.796495, Val MSE:1.070320, Val CE:1.130144, Val MMD:0.001871, Val Triplet:0.502564
epoch: 8, Train MSE: 0.920476, Train CE:1.214307, Train MMD:0.002377, Train Triplet:0.758507, Val MSE:1.015422, Val CE:1.117191, Val MMD:0.002005, Val Triplet:0.504962
epoch: 9, Train MSE: 0.923154, Train CE:1.188393, Train MMD:0.002028, Train Triplet:0.621801, Val MSE:1.093903, Val CE:1.090339, Val MMD:0.002642, Val Triplet:0.499215
epoch: 10, Train MSE: 0.923373, Train CE:1.163487, Train MMD:0.004167, Train Triplet:0.513533, Val MSE:1.022336, Val CE:1.128990, Val MMD:0.005668, Val Triplet:0.505097
epoch: 11, Train MSE: 0.854756, Train CE:1.145161, Train MMD:0.006786, Train Triplet:0.493968, Val MSE:0.940422, Val CE:1.056616, Val MMD:0.006439, Val Triplet:0.498247
epoch: 12, Train MSE: 0.763513, Train CE:1.118693, Train MMD:0.006953, Train Triplet:0.671291, Val MSE:0.836950, Val CE:1.114403, Val MMD:0.007539, Val Triplet:0.472313
epoch: 13, Train MSE: 0.887662, Train CE:1.131517, Train MMD:0.006738, Train Triplet:0.946896, Val MSE:1.520007, Val CE:1.077984, Val MMD:0.007790, Val Triplet:0.483525
epoch: 14, Train MSE: 1.176498, Train CE:1.100561, Train MMD:0.009827, Train Triplet:0.523372, Val MSE:1.426284, Val CE:1.113064, Val MMD:0.011233, Val Triplet:0.504343
epoch: 15, Train MSE: 1.391076, Train CE:1.141217, Train MMD:0.009789, Train Triplet:0.502962, Val MSE:1.300548, Val CE:1.066778, Val MMD:0.008185, Val Triplet:0.486748
epoch: 16, Train MSE: 1.193338, Train CE:1.073747, Train MMD:0.007382, Train Triplet:0.500301, Val MSE:1.358374, Val CE:1.088498, Val MMD:0.006965, Val Triplet:0.486353
epoch: 17, Train MSE: 1.164813, Train CE:1.091518, Train MMD:0.007449, Train Triplet:0.504348, Val MSE:1.218818, Val CE:1.044913, Val MMD:0.010825, Val Triplet:0.539553
epoch: 18, Train MSE: 1.134224, Train CE:1.077089, Train MMD:0.013563, Train Triplet:0.500881, Val MSE:1.521627, Val CE:1.130790, Val MMD:0.018469, Val Triplet:0.499279
epoch: 19, Train MSE: 1.242273, Train CE:1.108310, Train MMD:0.019704, Train Triplet:0.467135, Val MSE:1.554201, Val CE:1.080354, Val MMD:0.022658, Val Triplet:0.467796
epoch: 20, Train MSE: 1.303591, Train CE:1.066399, Train MMD:0.025785, Train Triplet:0.075398, Val MSE:1.582142, Val CE:1.013716, Val MMD:0.029584, Val Triplet:0.000000
epoch: 21, Train MSE: 1.163258, Train CE:1.017140, Train MMD:0.028317, Train Triplet:0.000000, Val MSE:1.260193, Val CE:0.969539, Val MMD:0.030527, Val Triplet:0.022560
epoch: 22, Train MSE: 1.036042, Train CE:0.995284, Train MMD:0.029973, Train Triplet:0.197766, Val MSE:1.130232, Val CE:0.983258, Val MMD:0.032254, Val Triplet:0.000000
