No NaNs in numerical features, skipping
self.category_embeddings.weight.shape=torch.Size([34, 4])
self.category_embeddings.weight.shape=torch.Size([34, 4])
epoch: 0, Train MSE: 9.941985, Train CE:1.603652, Train MMD:0.000490, Train Triplet:1.193228, Val MSE:7.081356, Val CE:1.596064, Val MMD:0.000500, Val Triplet:0.513483
epoch: 1, Train MSE: 5.973498, Train CE:1.700883, Train MMD:0.000490, Train Triplet:1.145045, Val MSE:4.967107, Val CE:1.715809, Val MMD:0.000500, Val Triplet:0.516470
epoch: 2, Train MSE: 4.647239, Train CE:1.783160, Train MMD:0.000490, Train Triplet:1.020520, Val MSE:4.308897, Val CE:1.699651, Val MMD:0.000501, Val Triplet:0.504244
epoch: 3, Train MSE: 4.136013, Train CE:1.759477, Train MMD:0.000492, Train Triplet:0.978589, Val MSE:3.984763, Val CE:1.630777, Val MMD:0.000506, Val Triplet:0.503344
epoch: 4, Train MSE: 3.833703, Train CE:1.667800, Train MMD:0.000501, Train Triplet:0.641198, Val MSE:3.589223, Val CE:1.531000, Val MMD:0.000531, Val Triplet:0.516776
epoch: 5, Train MSE: 3.325485, Train CE:1.579013, Train MMD:0.000544, Train Triplet:0.926093, Val MSE:3.320364, Val CE:1.505227, Val MMD:0.000667, Val Triplet:0.514603
epoch: 6, Train MSE: 3.311519, Train CE:1.600325, Train MMD:0.000880, Train Triplet:0.999965, Val MSE:2.901879, Val CE:1.588452, Val MMD:0.001825, Val Triplet:0.499635
epoch: 7, Train MSE: 2.712820, Train CE:1.613957, Train MMD:0.002358, Train Triplet:0.499263, Val MSE:2.266242, Val CE:1.582004, Val MMD:0.005373, Val Triplet:0.500714
epoch: 8, Train MSE: 1.925247, Train CE:1.571255, Train MMD:0.006292, Train Triplet:0.513167, Val MSE:1.408189, Val CE:1.487321, Val MMD:0.011827, Val Triplet:0.531600
epoch: 9, Train MSE: 1.140337, Train CE:1.438946, Train MMD:0.014545, Train Triplet:0.527197, Val MSE:0.772442, Val CE:1.407418, Val MMD:0.027564, Val Triplet:0.519974
epoch: 10, Train MSE: 0.713364, Train CE:1.394639, Train MMD:0.027572, Train Triplet:0.540907, Val MSE:0.493046, Val CE:1.360015, Val MMD:0.040252, Val Triplet:0.529234
