No NaNs in numerical features, skipping
self.category_embeddings.weight.shape=torch.Size([34, 4])
self.category_embeddings.weight.shape=torch.Size([34, 4])
epoch: 0, Train MSE: 6.521812, Train CE:1.674361, Train MMD:0.000490, Train Triplet:1.205121, Val MSE:5.613634, Val CE:1.603207, Val MMD:0.000500, Val Triplet:0.498961
epoch: 1, Train MSE: 5.284725, Train CE:1.602138, Train MMD:0.000490, Train Triplet:1.209734, Val MSE:4.636165, Val CE:1.607594, Val MMD:0.000500, Val Triplet:0.477103
epoch: 2, Train MSE: 4.215363, Train CE:1.667235, Train MMD:0.000490, Train Triplet:1.067729, Val MSE:3.654482, Val CE:1.702074, Val MMD:0.000501, Val Triplet:0.488243
epoch: 3, Train MSE: 3.274389, Train CE:1.765077, Train MMD:0.000495, Train Triplet:1.116018, Val MSE:2.872231, Val CE:1.725821, Val MMD:0.000520, Val Triplet:0.536027
epoch: 4, Train MSE: 2.627894, Train CE:1.772082, Train MMD:0.000595, Train Triplet:0.895085, Val MSE:2.454854, Val CE:1.739645, Val MMD:0.000762, Val Triplet:0.441476
epoch: 5, Train MSE: 2.246789, Train CE:1.676087, Train MMD:0.001120, Train Triplet:0.842843, Val MSE:2.157026, Val CE:1.495313, Val MMD:0.001530, Val Triplet:0.525677
epoch: 6, Train MSE: 1.979063, Train CE:1.501836, Train MMD:0.002543, Train Triplet:1.015913, Val MSE:2.179385, Val CE:1.506669, Val MMD:0.003855, Val Triplet:0.507630
epoch: 7, Train MSE: 1.981752, Train CE:1.570859, Train MMD:0.005008, Train Triplet:0.737351, Val MSE:1.966086, Val CE:1.678654, Val MMD:0.006718, Val Triplet:0.460960
epoch: 8, Train MSE: 1.576272, Train CE:1.546251, Train MMD:0.009945, Train Triplet:0.529424, Val MSE:1.620567, Val CE:1.408982, Val MMD:0.013706, Val Triplet:0.395340
epoch: 9, Train MSE: 1.331275, Train CE:1.352229, Train MMD:0.018440, Train Triplet:0.547439, Val MSE:1.372730, Val CE:1.220249, Val MMD:0.020151, Val Triplet:0.428114
epoch: 10, Train MSE: 1.178965, Train CE:1.239651, Train MMD:0.025002, Train Triplet:0.535148, Val MSE:1.233059, Val CE:1.142618, Val MMD:0.024417, Val Triplet:0.451499
epoch: 11, Train MSE: 1.080904, Train CE:1.165407, Train MMD:0.029467, Train Triplet:0.530393, Val MSE:1.155887, Val CE:1.116453, Val MMD:0.029044, Val Triplet:0.486459
epoch: 12, Train MSE: 1.004199, Train CE:1.134128, Train MMD:0.033726, Train Triplet:0.502499, Val MSE:1.072269, Val CE:1.120710, Val MMD:0.035408, Val Triplet:0.506644
epoch: 13, Train MSE: 0.974846, Train CE:1.072513, Train MMD:0.041174, Train Triplet:0.481079, Val MSE:1.205643, Val CE:1.065462, Val MMD:0.043606, Val Triplet:0.492185
epoch: 14, Train MSE: 1.074583, Train CE:1.066037, Train MMD:0.047018, Train Triplet:0.449964, Val MSE:1.222221, Val CE:1.190876, Val MMD:0.057022, Val Triplet:0.319038
epoch: 15, Train MSE: 1.020713, Train CE:1.126997, Train MMD:0.065016, Train Triplet:0.196867, Val MSE:1.314802, Val CE:1.147734, Val MMD:0.086883, Val Triplet:0.000000
epoch: 16, Train MSE: 0.968272, Train CE:1.090944, Train MMD:0.094351, Train Triplet:0.000000, Val MSE:1.058090, Val CE:1.048825, Val MMD:0.103860, Val Triplet:0.000000
epoch: 17, Train MSE: 0.776800, Train CE:1.008779, Train MMD:0.101221, Train Triplet:0.000000, Val MSE:0.862217, Val CE:0.962383, Val MMD:0.106065, Val Triplet:0.000000
epoch: 18, Train MSE: 0.718081, Train CE:0.948765, Train MMD:0.103779, Train Triplet:0.000000, Val MSE:0.789822, Val CE:0.919043, Val MMD:0.108042, Val Triplet:0.000000
epoch: 19, Train MSE: 0.638927, Train CE:0.922023, Train MMD:0.106213, Train Triplet:0.000000, Val MSE:0.710572, Val CE:0.907408, Val MMD:0.106064, Val Triplet:0.000000
epoch: 20, Train MSE: 0.603766, Train CE:0.903986, Train MMD:0.100829, Train Triplet:0.000000, Val MSE:0.664877, Val CE:0.880383, Val MMD:0.101347, Val Triplet:0.000000
epoch: 21, Train MSE: 0.576282, Train CE:0.879673, Train MMD:0.094940, Train Triplet:0.000000, Val MSE:0.630219, Val CE:0.857149, Val MMD:0.096307, Val Triplet:0.000000
epoch: 22, Train MSE: 0.550948, Train CE:0.858939, Train MMD:0.089228, Train Triplet:0.000000, Val MSE:0.609961, Val CE:0.834911, Val MMD:0.092963, Val Triplet:0.000000
epoch: 23, Train MSE: 0.529079, Train CE:0.832328, Train MMD:0.085405, Train Triplet:0.000000, Val MSE:0.592109, Val CE:0.810339, Val MMD:0.090069, Val Triplet:0.000000
epoch: 24, Train MSE: 0.516095, Train CE:0.803225, Train MMD:0.083063, Train Triplet:0.000000, Val MSE:0.567767, Val CE:0.785910, Val MMD:0.087622, Val Triplet:0.000000
epoch: 25, Train MSE: 0.564075, Train CE:0.793560, Train MMD:0.087674, Train Triplet:0.044126, Val MSE:0.609010, Val CE:0.792213, Val MMD:0.092821, Val Triplet:0.000000
epoch: 26, Train MSE: 0.547110, Train CE:0.802976, Train MMD:0.093808, Train Triplet:0.000000, Val MSE:0.545668, Val CE:0.816502, Val MMD:0.092160, Val Triplet:0.000000
epoch: 27, Train MSE: 0.505657, Train CE:0.808969, Train MMD:0.090274, Train Triplet:0.000000, Val MSE:0.491311, Val CE:0.794178, Val MMD:0.087944, Val Triplet:0.444786
epoch: 28, Train MSE: 0.497655, Train CE:0.787596, Train MMD:0.103785, Train Triplet:0.040073, Val MSE:0.539121, Val CE:0.784310, Val MMD:0.104076, Val Triplet:0.000000
epoch: 29, Train MSE: 0.490908, Train CE:0.789811, Train MMD:0.104308, Train Triplet:0.000000, Val MSE:0.494430, Val CE:0.775754, Val MMD:0.097602, Val Triplet:0.000000
epoch: 30, Train MSE: 0.457977, Train CE:0.759256, Train MMD:0.096715, Train Triplet:0.000000, Val MSE:0.447411, Val CE:0.737288, Val MMD:0.091088, Val Triplet:0.000000
epoch: 31, Train MSE: 0.437069, Train CE:0.724166, Train MMD:0.089072, Train Triplet:0.000000, Val MSE:0.406732, Val CE:0.703705, Val MMD:0.084131, Val Triplet:0.000000
epoch: 32, Train MSE: 0.418772, Train CE:0.692079, Train MMD:0.080963, Train Triplet:0.000000, Val MSE:0.382021, Val CE:0.674392, Val MMD:0.079432, Val Triplet:0.000000
epoch: 33, Train MSE: 0.388834, Train CE:0.659631, Train MMD:0.078786, Train Triplet:0.000000, Val MSE:0.360211, Val CE:0.642380, Val MMD:0.080051, Val Triplet:0.000000
epoch: 34, Train MSE: 0.365866, Train CE:0.624019, Train MMD:0.078836, Train Triplet:0.000000, Val MSE:0.337492, Val CE:0.609733, Val MMD:0.080798, Val Triplet:0.000000
