No NaNs in numerical features, skipping
self.category_embeddings.weight.shape=torch.Size([34, 4])
self.category_embeddings.weight.shape=torch.Size([34, 4])
epoch: 0, Train MSE: 10.872421, Train CE:1.428409, Train MMD:0.000490, Train Triplet:1.236922, Val MSE:9.002259, Val CE:1.331065, Val MMD:0.000500, Val Triplet:0.507813
epoch: 1, Train MSE: 8.140877, Train CE:1.277245, Train MMD:0.000490, Train Triplet:1.178562, Val MSE:7.080712, Val CE:1.308808, Val MMD:0.000500, Val Triplet:0.499408
epoch: 2, Train MSE: 6.396781, Train CE:1.245723, Train MMD:0.000490, Train Triplet:1.173190, Val MSE:5.816992, Val CE:1.249210, Val MMD:0.000501, Val Triplet:0.503840
epoch: 3, Train MSE: 5.331723, Train CE:1.197576, Train MMD:0.000497, Train Triplet:1.128393, Val MSE:5.149238, Val CE:1.228004, Val MMD:0.000527, Val Triplet:0.509467
epoch: 4, Train MSE: 4.713256, Train CE:1.181667, Train MMD:0.000559, Train Triplet:1.127257, Val MSE:4.504422, Val CE:1.240656, Val MMD:0.000652, Val Triplet:0.509664
epoch: 5, Train MSE: 4.078842, Train CE:1.155427, Train MMD:0.000830, Train Triplet:1.022568, Val MSE:3.760531, Val CE:1.236839, Val MMD:0.001212, Val Triplet:0.505519
epoch: 6, Train MSE: 3.245286, Train CE:1.151558, Train MMD:0.001564, Train Triplet:0.897952, Val MSE:2.879782, Val CE:1.247172, Val MMD:0.002226, Val Triplet:0.501263
epoch: 7, Train MSE: 2.487915, Train CE:1.158409, Train MMD:0.002644, Train Triplet:0.850833, Val MSE:2.303027, Val CE:1.214529, Val MMD:0.003236, Val Triplet:0.502911
epoch: 8, Train MSE: 1.952112, Train CE:1.156154, Train MMD:0.004035, Train Triplet:0.681710, Val MSE:1.849189, Val CE:1.207452, Val MMD:0.004818, Val Triplet:0.499783
epoch: 9, Train MSE: 1.569515, Train CE:1.100066, Train MMD:0.005849, Train Triplet:0.569070, Val MSE:1.449253, Val CE:1.135348, Val MMD:0.005212, Val Triplet:0.500933
epoch: 10, Train MSE: 1.350325, Train CE:1.035847, Train MMD:0.005786, Train Triplet:0.569535, Val MSE:1.363998, Val CE:1.098354, Val MMD:0.006323, Val Triplet:0.486824
