No NaNs in numerical features, skipping
self.category_embeddings.weight.shape=torch.Size([3, 4])
self.category_embeddings.weight.shape=torch.Size([3, 4])
epoch: 0, Train MSE: 2.333438, Train CE:1.248276, Train MMD:0.000933, Train Triplet:0.876932, Val MSE:2.102114, Val CE:1.397563, Val MMD:0.001878, Val Triplet:0.523036
epoch: 1, Train MSE: 1.763671, Train CE:1.262402, Train MMD:0.001144, Train Triplet:1.345655, Val MSE:1.766860, Val CE:1.321677, Val MMD:0.002311, Val Triplet:0.545483
epoch: 2, Train MSE: 1.556008, Train CE:1.224577, Train MMD:0.001522, Train Triplet:0.914497, Val MSE:1.582690, Val CE:1.233391, Val MMD:0.003321, Val Triplet:0.339788
epoch: 3, Train MSE: 1.382948, Train CE:1.165181, Train MMD:0.001913, Train Triplet:0.878156, Val MSE:1.440858, Val CE:1.156920, Val MMD:0.004228, Val Triplet:0.399249
epoch: 4, Train MSE: 1.253196, Train CE:1.112448, Train MMD:0.002524, Train Triplet:1.067848, Val MSE:1.291047, Val CE:1.051360, Val MMD:0.005944, Val Triplet:0.000000
epoch: 5, Train MSE: 1.167253, Train CE:1.040716, Train MMD:0.003452, Train Triplet:0.456557, Val MSE:1.216447, Val CE:0.958654, Val MMD:0.008066, Val Triplet:0.000000
epoch: 6, Train MSE: 1.136810, Train CE:0.977527, Train MMD:0.004786, Train Triplet:0.607843, Val MSE:1.164864, Val CE:0.881559, Val MMD:0.012281, Val Triplet:0.000000
epoch: 7, Train MSE: 1.105527, Train CE:0.927897, Train MMD:0.007369, Train Triplet:0.562983, Val MSE:1.136593, Val CE:0.817884, Val MMD:0.018176, Val Triplet:0.000000
epoch: 8, Train MSE: 1.053651, Train CE:0.880521, Train MMD:0.010788, Train Triplet:0.423682, Val MSE:1.119675, Val CE:0.764673, Val MMD:0.026663, Val Triplet:0.000000
epoch: 9, Train MSE: 0.996644, Train CE:0.844547, Train MMD:0.014516, Train Triplet:0.440085, Val MSE:1.079737, Val CE:0.714921, Val MMD:0.032022, Val Triplet:0.000000
epoch: 10, Train MSE: 0.975297, Train CE:0.803788, Train MMD:0.018003, Train Triplet:0.501485, Val MSE:1.063253, Val CE:0.670592, Val MMD:0.037769, Val Triplet:0.000000
