No NaNs in numerical features, skipping
self.category_embeddings.weight.shape=torch.Size([3, 4])
self.category_embeddings.weight.shape=torch.Size([3, 4])
epoch: 0, Train MSE: 2.353084, Train CE:1.416107, Train MMD:0.001092, Train Triplet:0.703410, Val MSE:2.050950, Val CE:1.470131, Val MMD:0.001871, Val Triplet:0.493469
epoch: 1, Train MSE: 1.706490, Train CE:1.328034, Train MMD:0.001357, Train Triplet:0.598176, Val MSE:1.606164, Val CE:1.354079, Val MMD:0.002353, Val Triplet:0.522546
epoch: 2, Train MSE: 1.390408, Train CE:1.259888, Train MMD:0.001710, Train Triplet:0.557748, Val MSE:1.451235, Val CE:1.241569, Val MMD:0.003282, Val Triplet:0.584773
epoch: 3, Train MSE: 1.226596, Train CE:1.197074, Train MMD:0.002560, Train Triplet:0.486966, Val MSE:1.364068, Val CE:1.138217, Val MMD:0.004509, Val Triplet:0.552160
epoch: 4, Train MSE: 1.205020, Train CE:1.145864, Train MMD:0.003785, Train Triplet:0.600480, Val MSE:1.316982, Val CE:1.052079, Val MMD:0.006767, Val Triplet:0.432529
epoch: 5, Train MSE: 1.174541, Train CE:1.087201, Train MMD:0.005415, Train Triplet:0.838786, Val MSE:1.293578, Val CE:1.003534, Val MMD:0.009044, Val Triplet:0.473920
epoch: 6, Train MSE: 1.130068, Train CE:1.046601, Train MMD:0.007618, Train Triplet:1.236404, Val MSE:1.236283, Val CE:0.968285, Val MMD:0.012715, Val Triplet:0.448445
epoch: 7, Train MSE: 1.060667, Train CE:1.005501, Train MMD:0.009689, Train Triplet:1.448966, Val MSE:1.103027, Val CE:0.944023, Val MMD:0.014105, Val Triplet:0.485686
epoch: 8, Train MSE: 0.948083, Train CE:0.969453, Train MMD:0.012023, Train Triplet:1.500642, Val MSE:0.914351, Val CE:0.918422, Val MMD:0.017295, Val Triplet:0.530924
epoch: 9, Train MSE: 0.805559, Train CE:0.941693, Train MMD:0.014829, Train Triplet:1.442334, Val MSE:0.754487, Val CE:0.900115, Val MMD:0.021204, Val Triplet:0.484915
epoch: 10, Train MSE: 0.664079, Train CE:0.918284, Train MMD:0.017271, Train Triplet:1.340108, Val MSE:0.596222, Val CE:0.886833, Val MMD:0.023477, Val Triplet:0.446965
epoch: 11, Train MSE: 0.563303, Train CE:0.886340, Train MMD:0.020137, Train Triplet:1.192702, Val MSE:0.480419, Val CE:0.867507, Val MMD:0.027725, Val Triplet:0.448022
epoch: 12, Train MSE: 0.467124, Train CE:0.853447, Train MMD:0.022327, Train Triplet:1.276107, Val MSE:0.420452, Val CE:0.846318, Val MMD:0.030465, Val Triplet:0.477850
epoch: 13, Train MSE: 0.434154, Train CE:0.822847, Train MMD:0.025024, Train Triplet:1.275193, Val MSE:0.356587, Val CE:0.836754, Val MMD:0.030452, Val Triplet:0.518182
epoch: 14, Train MSE: 0.404889, Train CE:0.797277, Train MMD:0.024287, Train Triplet:1.135440, Val MSE:0.365488, Val CE:0.855955, Val MMD:0.031628, Val Triplet:0.535266
epoch: 15, Train MSE: 0.372447, Train CE:0.796879, Train MMD:0.023742, Train Triplet:1.194249, Val MSE:0.346581, Val CE:0.847468, Val MMD:0.035095, Val Triplet:0.496065
epoch: 16, Train MSE: 0.410200, Train CE:0.778480, Train MMD:0.026845, Train Triplet:1.172042, Val MSE:0.332070, Val CE:0.824020, Val MMD:0.037514, Val Triplet:0.492526
epoch: 17, Train MSE: 0.418284, Train CE:0.742005, Train MMD:0.030753, Train Triplet:1.317318, Val MSE:0.338872, Val CE:0.794837, Val MMD:0.041801, Val Triplet:0.502537
epoch: 18, Train MSE: 0.439801, Train CE:0.722800, Train MMD:0.033079, Train Triplet:1.413884, Val MSE:0.378474, Val CE:0.781443, Val MMD:0.044706, Val Triplet:0.523111
epoch: 19, Train MSE: 0.496652, Train CE:0.700726, Train MMD:0.034431, Train Triplet:1.071130, Val MSE:0.441563, Val CE:0.812913, Val MMD:0.049758, Val Triplet:0.508231
epoch: 20, Train MSE: 0.528029, Train CE:0.731499, Train MMD:0.036065, Train Triplet:0.723671, Val MSE:0.481277, Val CE:0.864819, Val MMD:0.052553, Val Triplet:0.426441
epoch: 21, Train MSE: 0.543122, Train CE:0.776219, Train MMD:0.036456, Train Triplet:1.238502, Val MSE:0.484395, Val CE:1.002056, Val MMD:0.054736, Val Triplet:0.467214
epoch: 22, Train MSE: 0.529335, Train CE:0.861231, Train MMD:0.038591, Train Triplet:1.201200, Val MSE:0.465405, Val CE:1.236379, Val MMD:0.054769, Val Triplet:0.498055
epoch: 23, Train MSE: 0.501441, Train CE:1.030595, Train MMD:0.039850, Train Triplet:0.940038, Val MSE:0.546674, Val CE:1.487310, Val MMD:0.060143, Val Triplet:0.505905
epoch: 24, Train MSE: 0.515885, Train CE:1.166409, Train MMD:0.036522, Train Triplet:0.938691, Val MSE:0.642670, Val CE:1.499115, Val MMD:0.069304, Val Triplet:0.506248
epoch: 25, Train MSE: 0.550077, Train CE:1.158074, Train MMD:0.037905, Train Triplet:0.981753, Val MSE:0.542439, Val CE:1.415439, Val MMD:0.073299, Val Triplet:0.505056
epoch: 26, Train MSE: 0.497354, Train CE:1.119013, Train MMD:0.044206, Train Triplet:1.007866, Val MSE:0.454305, Val CE:1.355962, Val MMD:0.074682, Val Triplet:0.492686
epoch: 27, Train MSE: 0.531302, Train CE:1.073301, Train MMD:0.046701, Train Triplet:0.945189, Val MSE:0.610402, Val CE:1.272278, Val MMD:0.106131, Val Triplet:0.523245
Learning rate updated: 0.00095
epoch: 28, Train MSE: 0.550751, Train CE:1.008838, Train MMD:0.055642, Train Triplet:0.530489, Val MSE:0.645181, Val CE:1.110901, Val MMD:0.118723, Val Triplet:0.490957
epoch: 29, Train MSE: 0.539194, Train CE:0.906561, Train MMD:0.061114, Train Triplet:0.509582, Val MSE:0.578245, Val CE:0.978814, Val MMD:0.107988, Val Triplet:0.483181
epoch: 30, Train MSE: 0.599307, Train CE:0.829234, Train MMD:0.058502, Train Triplet:0.493074, Val MSE:0.488281, Val CE:0.872777, Val MMD:0.084594, Val Triplet:0.503020
epoch: 31, Train MSE: 0.640281, Train CE:0.756817, Train MMD:0.052063, Train Triplet:0.508668, Val MSE:0.533712, Val CE:0.756732, Val MMD:0.093713, Val Triplet:0.470008
epoch: 32, Train MSE: 0.638129, Train CE:0.691404, Train MMD:0.057259, Train Triplet:0.499309, Val MSE:0.588956, Val CE:0.665708, Val MMD:0.102383, Val Triplet:0.404824
epoch: 33, Train MSE: 0.682902, Train CE:0.634660, Train MMD:0.060925, Train Triplet:0.270393, Val MSE:0.688759, Val CE:0.560829, Val MMD:0.109934, Val Triplet:0.367193
epoch: 34, Train MSE: 0.747960, Train CE:0.582656, Train MMD:0.065595, Train Triplet:0.000000, Val MSE:0.794583, Val CE:0.479954, Val MMD:0.121637, Val Triplet:0.469376
epoch: 35, Train MSE: 0.818948, Train CE:0.541808, Train MMD:0.073949, Train Triplet:0.337726, Val MSE:0.904136, Val CE:0.418283, Val MMD:0.160580, Val Triplet:0.445127
