f1,f2,cond
36.01143,19.474207,0.0
-43.78355,-26.443169,0.0
46.32074,-46.403538,0.0
14.586244,-3.6299963,0.0
38.84375,-53.547745,0.0
2.539996,-14.662128,0.0
17.803745,-0.49647257,0.0
-30.530245,-8.612874,0.0
15.198362,-1.1103021,0.0
1.238315,24.997545,0.0
-33.48632,-10.847367,0.0
37.275635,-49.450405,0.0
33.152027,-51.05071,0.0
16.860098,8.455815,0.0
39.49734,-52.48696,0.0
39.877052,-50.615143,0.0
46.411007,-53.4639,0.0
42.311806,-45.336555,0.0
8.030482,14.315098,0.0
-18.9135,-25.216097,0.0
39.44399,-48.7874,0.0
36.790474,-48.04969,0.0
8.29066,14.236474,0.0
45.764473,-53.600082,0.0
9.061132,27.225393,0.0
40.530754,-49.587967,0.0
41.695442,-46.958645,0.0
14.867774,-12.223888,0.0
-25.930952,-27.557137,0.0
-34.544216,-21.968758,0.0
9.036907,2.2449987,0.0
-33.433098,-28.00046,0.0
-35.931435,-23.959846,0.0
-35.967094,-25.663109,0.0
-29.235981,1.0549843,0.0
48.86025,-49.505108,0.0
39.88589,-53.174274,0.0
-37.66567,0.43397668,0.0
38.38181,-52.907,0.0
-25.671358,-28.098011,0.0
10.339799,-4.816095,0.0
-26.66396,-12.183477,0.0
-24.896025,-8.9997425,0.0
-24.950274,27.34719,0.0
-34.03811,-28.727005,0.0
-31.201141,-35.803864,0.0
39.276672,-56.00491,0.0
-41.536026,-15.244407,0.0
4.089679,15.869307,0.0
6.4212294,11.60079,0.0
40.45664,-49.100822,0.0
16.98714,9.276007,0.0
42.40356,-48.184315,0.0
13.694133,16.021965,0.0
9.523027,20.758133,0.0
12.612807,8.281674,0.0
-36.373302,-18.86256,0.0
36.701454,-54.470146,0.0
21.373846,-45.049545,0.0
35.08829,-52.77138,0.0
42.73471,-57.06056,0.0
-6.1713676,-15.967834,0.0
37.15361,11.991551,0.0
20.099241,-50.953617,0.0
-28.383894,-13.047062,0.0
-21.982235,-29.01799,0.0
40.98446,-51.645294,0.0
13.246745,-9.456267,0.0
37.464264,-52.382286,0.0
