f1,f2,cond
40.624886,-51.99709,0.0
6.649656,14.232879,0.0
13.19038,-2.3305562,0.0
0.6881352,7.867185,0.0
15.196422,2.8665283,0.0
-32.54962,-14.68786,0.0
40.564056,-49.891,0.0
44.352264,-53.963753,0.0
-20.27212,-20.320955,0.0
37.118435,-50.46658,0.0
-33.80405,-21.631401,0.0
43.593018,-50.024944,0.0
-27.020552,-17.361269,0.0
-35.79807,-13.869881,0.0
14.090403,2.8731043,0.0
13.975994,38.51552,0.0
41.06867,-55.94172,0.0
27.4559,19.028696,0.0
-28.91356,-12.145077,0.0
41.306126,-52.081783,0.0
42.22147,-53.71706,0.0
10.250704,15.039519,0.0
-31.025476,-34.163654,0.0
8.614505,7.68115,0.0
-27.070896,-16.289667,0.0
14.760635,-11.694354,0.0
-38.55985,-18.541359,0.0
46.39728,-50.179253,0.0
10.046727,15.475604,0.0
19.828257,21.478102,0.0
36.442215,-46.13084,0.0
-30.450886,-11.821211,0.0
-12.908829,-13.259057,0.0
-31.920502,-11.990171,0.0
-8.724801,-14.324646,0.0
2.5789292,7.436229,0.0
-23.295609,-1.1322675,0.0
22.803762,-21.295338,0.0
41.0296,-52.52194,0.0
12.981313,7.5701957,0.0
-17.11115,-3.2608793,0.0
0.074828275,-10.157831,0.0
-49.337482,-24.256056,0.0
-23.213383,-20.10481,0.0
40.367058,-53.37428,0.0
48.234016,-50.14031,0.0
21.610847,6.3785176,0.0
-32.180363,-27.115871,0.0
12.103002,2.3355663,0.0
-17.963802,-27.24938,0.0
-19.34743,-14.1467495,0.0
38.838123,-53.22876,0.0
-22.057377,-3.2330115,0.0
-29.313917,-22.578924,0.0
40.71096,-43.989315,0.0
-34.85443,-23.610376,0.0
-21.301329,-20.736519,0.0
37.676464,21.744852,0.0
-24.5451,-14.459145,0.0
-33.60334,-19.3572,0.0
-22.444962,-19.364523,0.0
-38.173584,-11.070131,0.0
-27.52738,-24.812141,0.0
39.249577,-48.721256,0.0
31.831434,21.577423,0.0
-15.470139,13.26593,0.0
-34.02699,-23.711596,0.0
-34.468056,-28.322088,0.0
-0.6013614,12.687879,0.0
45.455868,-54.47195,0.0
-42.397045,-26.82167,0.0
7.833021,10.789123,0.0
43.455166,-49.177616,0.0
-25.71395,-27.07601,0.0
14.429237,0.6790533,0.0
20.107878,12.805999,0.0
14.141263,-7.5666385,0.0
-32.735374,-15.6651945,0.0
39.182804,-46.782387,0.0
12.555313,11.619401,0.0
50.386642,-46.147926,0.0
26.659834,13.021967,0.0
-37.721638,-25.001219,0.0
-37.86242,-12.220632,0.0
45.52738,-51.582054,0.0
-26.575045,-8.657114,0.0
7.7803664,-10.2721405,0.0
-29.422926,-20.945246,0.0
8.990324,3.3185267,0.0
-2.689615,9.387638,0.0
8.054305,34.3973,0.0
-26.481386,-22.148178,0.0
36.694214,-46.995693,0.0
41.73394,-53.280113,0.0
43.00984,-51.46335,0.0
25.047241,-0.39147744,0.0
2.9301095,-4.7601395,0.0
-4.617055,2.3150477,0.0
32.61522,9.244181,0.0
2.1069336,14.229524,0.0
15.374589,45.72847,0.0
41.217358,-46.653606,0.0
36.55913,-52.203564,0.0
12.123513,9.306859,0.0
42.652576,-44.862343,0.0
38.358208,-49.85205,0.0
15.155751,27.235685,0.0
40.679905,-48.03273,0.0
-36.127117,-15.384567,0.0
35.726868,-61.192783,0.0
-32.41255,-14.895645,0.0
16.188139,13.523749,0.0
14.368122,-2.0629313,0.0
6.2934246,15.725057,0.0
-12.098703,-23.730515,0.0
-28.846788,-12.419825,0.0
9.468024,6.5648913,0.0
-21.685942,-19.10502,0.0
-25.132458,-16.515215,0.0
40.821587,-45.84858,0.0
18.087477,13.208349,0.0
40.0077,-47.561565,0.0
36.831444,-52.232086,0.0
-23.396942,-14.21551,0.0
-20.113287,-9.322214,0.0
37.720528,-49.74585,0.0
-41.409584,-26.27594,0.0
-35.620766,-17.27559,0.0
-22.440895,-18.360373,0.0
-0.23421629,-17.064497,0.0
17.40055,6.60532,0.0
-23.14508,-43.45825,0.0
38.464684,-44.513485,0.0
-21.021929,-16.784613,0.0
36.16653,-54.12667,0.0
9.510042,5.2847686,0.0
-14.686067,-13.199944,0.0
24.14348,-50.421078,0.0
9.837868,2.3393722,0.0
20.850859,9.352101,0.0
-29.379309,-13.290806,0.0
6.582615,15.102928,0.0
41.142307,-53.966145,0.0
11.893747,9.613271,0.0
50.870903,-46.16595,0.0
36.601315,-47.94883,0.0
1.3887813,24.143959,0.0
-38.208344,-27.013649,0.0
36.732418,-52.714066,0.0
-34.835426,-21.778595,0.0
-28.141739,-21.204775,0.0
12.908814,3.0664024,0.0
-26.603079,-19.943666,0.0
45.912296,-55.706474,0.0
38.83233,-50.912804,0.0
37.027546,-62.379864,0.0
41.06663,-49.261524,0.0
-34.802204,-13.698158,0.0
27.474266,10.363839,0.0
7.609959,8.579093,0.0
34.885494,-46.94875,0.0
18.068079,-6.9639506,0.0
37.290142,-57.349976,0.0
-27.348587,-1.3975543,0.0
2.2025516,2.0393734,0.0
0.38412848,7.558694,0.0
-42.719707,-3.8730564,0.0
6.7959495,0.40768698,0.0
-39.37431,-4.370106,0.0
20.40818,3.5018013,0.0
-21.592976,-16.932367,0.0
-39.859085,-22.187687,0.0
-25.380775,-41.57015,0.0
-45.048027,-13.377109,0.0
37.252136,-51.282528,0.0
43.231533,-52.041782,0.0
-41.46703,-10.760861,0.0
39.79506,-47.03557,0.0
16.689165,2.2587576,0.0
-33.942738,-16.684269,0.0
25.812134,30.314905,0.0
42.411934,-49.11821,0.0
36.249172,-57.273045,0.0
34.94754,-50.753193,0.0
39.225838,-51.5071,0.0
0.44173712,14.660624,0.0
37.752697,-47.26125,0.0
37.64855,-50.058525,0.0
6.4314957,-3.3147168,0.0
-19.240093,-14.138048,0.0
39.766747,-45.142765,0.0
11.903154,10.233892,0.0
-24.924229,-12.796241,0.0
39.724506,-45.26527,0.0
-5.216658,8.823843,0.0
37.325195,-49.380035,0.0
-15.097247,-12.455612,0.0
-26.861526,-20.49358,0.0
-35.7433,-26.404293,0.0
45.488594,-49.610004,0.0
-20.076962,-31.427925,0.0
-20.530188,3.9992812,0.0
-26.229103,-20.161085,0.0
39.045628,-49.835068,0.0
-24.648214,-24.742325,0.0
38.326653,-50.76892,0.0
-26.906757,-20.741903,0.0
48.840984,-45.801212,0.0
42.76878,-50.128185,0.0
-30.490398,-23.95548,0.0
31.017044,-52.808353,0.0
40.42441,-51.423553,0.0
-23.190954,-19.309948,0.0
23.206656,0.13533504,0.0
-0.91759795,12.757553,0.0
-5.312384,24.987762,0.0
-9.809223,-24.19223,0.0
-33.387478,-27.65403,0.0
19.310566,24.574377,0.0
-42.694374,-16.836918,0.0
9.716667,19.80708,0.0
-8.263245,8.392904,0.0
-32.514145,-20.715687,0.0
-28.617954,-33.612263,0.0
15.504098,3.7178535,0.0
2.6729982,0.7913329,0.0
10.224693,11.233146,0.0
33.401623,-50.54195,0.0
17.061554,-2.4056525,0.0
43.35944,-49.02231,0.0
14.222011,-0.028736109,0.0
48.4853,-46.78502,0.0
41.520058,-48.256012,0.0
-35.2141,-13.77699,0.0
-40.196293,-19.993126,0.0
-41.06323,-19.544489,0.0
32.30406,-50.70438,0.0
-24.701378,-27.841057,0.0
5.2327466,-47.098072,0.0
-31.671108,-1.1832439,0.0
-33.524258,-19.04311,0.0
-31.304016,6.96043,0.0
-26.346605,-4.386098,0.0
41.76436,-46.52573,0.0
4.7832837,-3.0132086,0.0
5.072184,1.7016164,0.0
40.846416,-52.371845,0.0
38.294373,-45.765373,0.0
-36.445293,-12.927782,0.0
40.033035,-50.604515,0.0
13.346993,49.25463,0.0
-23.201975,-43.837666,0.0
1.7661313,7.65968,0.0
-22.474432,-23.318277,0.0
31.444359,-50.811176,0.0
9.473757,1.0888608,0.0
-9.843343,0.2558714,0.0
-38.313637,-23.587732,0.0
35.223736,-46.85957,0.0
-47.222244,-24.413717,0.0
-5.669559,-9.089435,0.0
14.872297,15.535211,0.0
-26.335749,-7.1236796,0.0
40.77596,-52.302666,0.0
-29.877134,-37.013058,0.0
-40.656605,-15.705074,0.0
6.5217524,17.530828,0.0
-25.535799,-29.884075,0.0
-29.353636,-15.899202,0.0
12.828337,12.795964,0.0
-37.52472,-22.998278,0.0
-26.769968,-10.163489,0.0
8.794769,-3.2587287,0.0
-29.469398,-29.217157,0.0
14.412792,1.8074602,0.0
45.662373,-43.37439,0.0
-37.97186,-26.418922,0.0
24.3695,18.549664,0.0
46.024563,-54.716324,0.0
43.733345,-52.392445,0.0
-25.85859,-17.969318,0.0
-29.013416,-24.72924,0.0
-34.218903,-15.522186,0.0
-50.908817,-26.699005,0.0
33.445034,-51.11526,0.0
7.113944,3.8304949,0.0
-28.986149,-13.220903,0.0
40.720642,-51.054016,0.0
-34.77235,-29.949545,0.0
43.02704,-52.953884,0.0
-35.77442,-25.283497,0.0
3.650461,-3.8913286,0.0
43.78642,-57.23759,0.0
35.988525,-52.110096,0.0
34.911686,-47.728245,0.0
6.9994993,15.190529,0.0
39.29721,-52.812378,0.0
12.996426,8.088377,0.0
-27.798101,-15.791039,0.0
39.943195,-25.099718,0.0
43.16069,-55.38598,0.0
45.59971,-42.37506,0.0
-29.890398,-29.726599,0.0
0.9541667,-8.399641,0.0
21.223955,-2.6351545,0.0
-5.827477,-20.231493,0.0
2.1558084,4.791304,0.0
-30.320763,-16.699005,0.0
38.558483,-46.489407,0.0
35.387165,-51.23282,0.0
-8.926643,-17.560604,0.0
-21.152636,-27.54037,0.0
-39.352962,-20.135868,0.0
-28.893715,-12.21664,0.0
-26.50136,-16.188675,0.0
6.6641555,3.901453,0.0
39.51188,-48.686996,0.0
2.8882973,3.9337099,0.0
-34.625607,-18.822607,0.0
39.25031,-50.711823,0.0
44.823185,-53.11751,0.0
-43.38269,-23.719704,0.0
49.66927,-48.724976,0.0
45.994686,-51.315044,0.0
-26.998314,-25.154522,0.0
-27.515736,-29.722576,0.0
-25.167728,-21.350622,0.0
-23.104069,-29.308123,0.0
-20.099672,-27.259674,0.0
46.33372,-49.076283,0.0
38.300945,-49.655132,0.0
32.611984,-48.24851,0.0
3.931281,13.934368,0.0
2.2425344,-3.362061,0.0
-31.396147,-14.322655,0.0
-0.55416495,19.23678,0.0
-32.444183,-13.756319,0.0
-38.395447,-23.809574,0.0
1.5386384,-20.634972,0.0
36.023735,-48.30201,0.0
19.647493,22.281967,0.0
35.17273,27.051136,0.0
-36.234318,-18.306572,0.0
-36.7436,-19.675243,0.0
17.21286,12.130172,0.0
42.49025,-52.618294,0.0
39.655846,-54.490482,0.0
8.128908,-9.65358,0.0
-11.66594,-18.065617,0.0
37.804787,-41.507492,0.0
-38.72432,-18.575441,0.0
20.037653,10.995916,0.0
45.936718,-50.26295,0.0
43.65837,-45.185364,0.0
45.08754,-46.5562,0.0
3.2662556,15.946767,0.0
-40.179703,-28.40602,0.0
-18.692537,-6.649505,0.0
-19.034136,11.984797,0.0
7.863687,9.572279,0.0
-23.230894,-7.065288,0.0
-43.41827,-25.04981,0.0
43.154118,-49.79978,0.0
38.907265,-48.75358,0.0
-0.48350063,-47.723553,0.0
42.855713,-50.36847,0.0
0.42045054,31.789572,0.0
-40.642296,-18.310257,0.0
49.262238,-49.06978,0.0
-35.24131,-27.021883,0.0
-25.920176,-14.8616295,0.0
-28.604153,-21.19609,0.0
-10.713633,-27.714777,0.0
-14.290138,14.2516165,0.0
-44.035164,-18.955091,0.0
38.11469,-51.300426,0.0
42.61706,-53.867886,0.0
35.867138,-49.918995,0.0
-16.616167,-23.776693,0.0
41.408394,-49.125664,0.0
9.300185,15.944291,0.0
46.139046,-47.957382,0.0
-22.168139,-28.074175,0.0
43.37633,-51.47586,0.0
37.675037,25.240988,0.0
-32.574226,-20.084036,0.0
44.972374,-47.581516,0.0
3.5565712,13.330811,0.0
37.68405,-3.249732,0.0
10.66898,6.928064,0.0
-20.6083,-36.323708,0.0
-36.996063,-16.5721,0.0
-28.2531,-19.078062,0.0
0.94741875,-13.684361,0.0
40.800053,-51.10273,0.0
-25.692865,-17.350391,0.0
-35.379818,-7.837884,0.0
40.85495,-59.229008,0.0
-41.83645,-45.025776,0.0
37.108932,-54.13902,0.0
-3.575891,4.353454,0.0
-46.05455,-25.882875,0.0
-21.94621,-3.5149157,0.0
36.742813,-49.701202,0.0
-29.470638,-19.731148,0.0
31.864447,-56.262077,0.0
39.36782,-41.46662,0.0
-22.064314,-23.531326,0.0
7.475064,15.232188,0.0
39.402664,-48.835686,0.0
0.21689813,-19.967808,0.0
36.190525,-46.0151,0.0
25.54796,-50.049004,0.0
4.6373515,19.085749,0.0
-29.695675,-20.15823,0.0
-24.72858,-23.083563,0.0
-29.403559,-20.545,0.0
40.90857,-48.689087,0.0
5.640464,-10.0301075,0.0
-28.556076,-33.493378,0.0
26.200516,11.405768,0.0
-5.9715114,9.093509,0.0
1.0480918,27.437286,0.0
-40.69395,-25.08479,0.0
37.68866,-48.279266,0.0
-29.003342,-33.108368,0.0
23.649788,0.49738833,0.0
2.9809241,22.608803,0.0
11.804136,17.82841,0.0
45.07837,-55.689465,0.0
3.5148082,10.651471,0.0
-25.802488,-27.18349,0.0
41.714523,-46.839382,0.0
36.2701,-49.37602,0.0
23.796291,2.9710648,0.0
37.453773,-50.06402,0.0
-32.48176,-29.493076,0.0
-24.86237,-27.26921,0.0
-25.154266,-26.666723,0.0
42.03985,-52.69963,0.0
36.984684,-54.301758,0.0
-43.628674,-30.398785,0.0
36.639984,-47.245926,0.0
-1.3410283,7.759673,0.0
41.082912,-49.44972,0.0
8.687271,22.642735,0.0
-15.358679,-15.236666,0.0
17.431911,14.712624,0.0
38.781097,-48.48206,0.0
5.901127,19.039993,0.0
40.949062,-51.11141,0.0
-10.923447,-22.672138,0.0
42.882706,-47.262615,0.0
12.187431,5.2476287,0.0
44.679073,-58.31581,0.0
39.933464,-45.22551,0.0
2.9233809,13.817218,0.0
-28.94834,-12.636432,0.0
34.38413,-50.09637,0.0
-28.470564,-24.384863,0.0
41.196278,-51.769264,0.0
-34.52417,-13.571372,0.0
39.996037,-47.09082,0.0
13.295431,13.117094,0.0
48.010746,-47.56404,0.0
-32.64492,-24.098967,0.0
42.403275,-51.72071,0.0
42.062347,-33.992878,0.0
22.044111,12.695715,0.0
39.295177,-53.40843,0.0
41.77016,-51.75158,0.0
-22.622393,-12.331493,0.0
-21.711594,-14.488066,0.0
15.030068,-3.0482552,0.0
8.317207,13.804671,0.0
-47.348373,-24.844385,0.0
35.919754,-51.197456,0.0
-39.87622,-44.62061,0.0
19.245575,6.7270923,0.0
22.642899,41.980526,0.0
43.99726,-52.183872,0.0
-7.8693566,-12.327194,0.0
48.65861,-53.62187,0.0
44.507347,-51.221325,0.0
40.01461,-48.445168,0.0
-22.077707,-21.132782,0.0
18.39169,-0.10906665,0.0
13.996043,17.607906,0.0
-31.3072,-22.477922,0.0
37.258278,-52.430832,0.0
-38.04338,-25.465998,0.0
36.062927,15.351744,0.0
-32.677673,-25.075977,0.0
44.150978,-51.083714,0.0
-23.488998,-20.9723,0.0
-15.384099,1.6180768,0.0
-44.074623,-12.987171,0.0
15.010131,-9.631805,0.0
13.097098,0.01925818,0.0
36.459732,-44.48601,0.0
-41.51005,-12.340295,0.0
-24.588694,-23.168695,0.0
35.48536,-49.451004,0.0
44.626133,-55.77415,0.0
37.88884,-51.933693,0.0
39.22111,-55.86813,0.0
3.9204845,11.360921,0.0
9.419926,-9.352886,0.0
40.850918,-52.287292,0.0
34.566704,-52.996216,0.0
40.314762,-50.040928,0.0
39.087856,-47.55678,0.0
19.680277,11.482154,0.0
-27.796366,-21.876669,0.0
16.892004,18.982664,0.0
37.304794,-49.671043,0.0
44.322372,-50.03076,0.0
41.642216,-47.27481,0.0
12.554143,14.167239,0.0
48.499268,-50.13336,0.0
-30.796396,-35.20655,0.0
-0.52205026,-25.036884,0.0
18.887398,11.308992,0.0
15.916052,-10.783455,0.0
-45.247345,-19.282518,0.0
11.25387,13.113947,0.0
-27.767622,-9.355237,0.0
-37.489193,-24.14531,0.0
5.907382,18.552294,0.0
3.3233273,19.20263,0.0
42.076504,-54.47795,0.0
1.7412707,19.60297,0.0
-25.310534,-14.100315,0.0
-13.256565,6.8238935,0.0
15.646162,17.355577,0.0
5.48509,9.4957905,0.0
36.81028,-49.61514,0.0
-33.181614,-26.997293,0.0
45.52331,-44.74195,0.0
-39.59752,-10.657577,0.0
9.354366,18.562817,0.0
-32.433598,-29.439117,0.0
34.06775,-53.795197,0.0
43.5165,-52.699238,0.0
-23.951118,-26.495823,0.0
14.819149,6.1870613,0.0
43.113956,-47.910152,0.0
38.307507,-48.256958,0.0
-26.663296,-29.563128,0.0
1.0949483,-21.948883,0.0
42.461704,-48.422466,0.0
-35.186653,-25.232037,0.0
7.9983664,30.894266,0.0
-33.150463,-8.902008,0.0
-35.010136,-7.8358483,0.0
-37.876076,-27.752419,0.0
26.5078,-49.600773,0.0
36.030064,-46.802094,0.0
37.554947,-48.22285,0.0
11.274659,10.322651,0.0
16.038166,9.762676,0.0
1.8611658,7.210215,0.0
41.78994,-55.598717,0.0
38.234417,-48.70363,0.0
5.920159,18.433414,0.0
20.020693,-10.739933,0.0
34.97755,28.589859,0.0
-27.190145,-10.753897,0.0
40.380226,-51.80217,0.0
-33.423946,-43.948914,0.0
-37.633095,-26.71157,0.0
-35.15907,-15.443588,0.0
-33.29644,-23.979012,0.0
37.014927,-46.126842,0.0
41.190495,-53.41518,0.0
-33.04904,-32.74888,0.0
45.49098,-52.12765,0.0
-31.922369,-10.533337,0.0
37.805073,-48.197205,0.0
42.837376,-31.004822,0.0
9.261112,16.021358,0.0
10.610088,11.031494,0.0
0.28605795,4.59721,0.0
44.25167,-46.044117,0.0
10.2673855,9.592525,0.0
37.842854,-57.75614,0.0
40.22435,-49.29368,0.0
-32.70303,-23.554287,0.0
-1.0389688,-7.047162,0.0
-28.159798,-19.771044,0.0
-32.930134,-17.077665,0.0
36.736633,-51.522648,0.0
11.012357,13.807997,0.0
13.688551,13.514285,0.0
-33.43512,-27.588045,0.0
14.647928,22.135017,0.0
-31.335451,-12.329807,0.0
20.137775,23.55435,0.0
42.867672,-53.480564,0.0
4.2416754,10.646318,0.0
43.031483,-49.213707,0.0
14.023342,8.015973,0.0
40.5062,-47.493084,0.0
39.35283,-55.438663,0.0
31.893755,-50.702286,0.0
3.8492086,5.6908746,0.0
39.185654,-54.7263,0.0
-4.387141,22.047443,0.0
37.84731,-45.29439,0.0
-36.211998,-26.115671,0.0
-39.47178,-11.748991,0.0
41.12377,-52.391186,0.0
8.652198,1.5313536,0.0
-31.467573,-22.843748,0.0
39.283863,-54.767284,0.0
3.8258362,13.935902,0.0
12.520628,2.001146,0.0
-19.989054,-28.07703,0.0
-27.671541,-18.300295,0.0
-41.470596,-26.967472,0.0
39.19946,-56.557873,0.0
36.844986,-46.739895,0.0
-37.17955,-26.995615,0.0
-28.30471,-20.259392,0.0
-33.02426,-29.433565,0.0
47.344746,-50.456066,0.0
-13.389377,-18.093382,0.0
-28.732494,-20.415697,0.0
-28.57918,-24.610456,0.0
30.6342,-49.844994,0.0
-19.625547,-21.238823,0.0
-39.46222,-7.6037097,0.0
8.327906,-1.5616337,0.0
40.41001,-49.95486,0.0
41.28353,-49.31167,0.0
-55.150757,-12.236805,0.0
2.4918013,-23.713877,0.0
-20.357256,-23.758629,0.0
-0.23704243,-12.184829,0.0
1.3077557,9.441601,0.0
45.49709,-48.422276,0.0
36.753956,-42.06345,0.0
-30.947567,-17.294653,0.0
-1.0227147,-11.725548,0.0
40.672836,-44.721924,0.0
-36.563236,-31.477386,0.0
10.706463,11.951821,0.0
37.96096,-46.97938,0.0
7.964979,-5.916828,0.0
7.8713818,4.6483245,0.0
41.613586,-48.11343,0.0
-31.89319,-23.805801,0.0
43.14,-47.91544,0.0
-33.05345,-17.52382,0.0
-7.310275,14.659759,0.0
42.24628,-52.983616,0.0
5.8570633,4.7122364,0.0
36.68519,-50.549984,0.0
18.363295,-8.832334,0.0
-32.283066,-8.184137,0.0
-18.70825,-23.586391,0.0
43.026134,-55.398357,0.0
-26.610344,-10.488723,0.0
37.280895,-51.809597,0.0
42.297657,-47.831112,0.0
40.919933,-55.820118,0.0
30.90629,16.914865,0.0
4.6236997,6.400721,0.0
-24.168661,-26.623484,0.0
43.678444,-49.967514,0.0
37.392204,-44.667744,0.0
43.827705,-46.559036,0.0
1.580649,11.207381,0.0
4.233637,10.767599,0.0
40.169544,-43.861626,0.0
0.07798296,19.630024,0.0
38.581127,-46.833004,0.0
34.0277,20.06576,0.0
-30.818363,-31.0154,0.0
-33.852215,-17.0553,0.0
34.831173,-55.696873,0.0
35.114468,-47.92411,0.0
15.603472,23.231005,0.0
37.442593,-45.683945,0.0
42.86642,-53.28475,0.0
5.098948,15.318263,0.0
-4.2876587,15.320502,0.0
44.689716,-46.587242,0.0
-20.155428,-13.463644,0.0
-2.6620865,-0.87133104,0.0
37.428104,-49.11746,0.0
46.365707,-44.52911,0.0
43.397095,-44.609825,0.0
0.19059186,17.086918,0.0
-29.922344,-10.626766,0.0
37.73304,-45.46663,0.0
4.5343647,9.6310215,0.0
39.145885,-52.518112,0.0
39.513245,-50.916767,0.0
-31.510754,-7.861615,0.0
50.425545,-50.774883,0.0
36.627743,-51.66951,0.0
37.409412,-51.822403,0.0
-34.73776,-27.543724,0.0
17.037476,11.3020935,0.0
-23.431276,-24.233963,0.0
0.4322245,-18.978304,0.0
13.297272,16.074825,0.0
-21.634819,-23.128069,0.0
-23.394297,-6.8902407,0.0
36.9251,-32.971546,0.0
18.284992,17.011087,0.0
2.498122,-0.62063134,0.0
-29.076187,-7.6844254,0.0
-20.655846,8.545282,0.0
38.456116,-47.775593,0.0
