f1,f2,target
-35.878487180273524,-31.193826073797048,0
-41.97785915587339,-14.187907021311517,0
-18.199101085521157,-21.547421028649644,0
8.441018220633325,4.51712703509399,0
-46.357032030410146,-24.631873759519237,0
38.4463550360449,-49.10913574959614,0
23.254321090950786,-4.068150094975383,0
4.463506946528179,-1.9787789258884843,0
40.041951930695504,-55.60022614865352,0
-29.492932858898254,-25.82712250593368,0
-36.29739255989597,-18.373124320009858,0
-34.702850439264004,-18.155113209870283,0
-25.43087006369541,-25.7878929793584,0
40.10474059674319,-49.714850957802156,0
9.963974609094317,-1.5836468919254276,0
6.57450799142235,11.70463770996571,0
11.777010009332539,-3.3534435871010118,0
-46.59589080813049,-20.176278912034164,0
36.699610800217904,-49.81415490738324,0
44.033663879771964,-49.6237206352339,0
37.29772588563513,-47.17005117117855,0
37.97564283523245,-54.532169389509846,0
-22.116802308399606,-32.68676512308678,0
30.86047049537114,-0.1475949318585208,0
38.566422067887906,-57.579337470328845,0
-23.191007212958098,-10.209152651659254,0
43.73656576893478,-48.266190233202074,0
26.69904504351406,13.946715298229812,0
15.150352672086598,15.137859509122087,0
47.77433634951025,-49.778186659369204,0
-38.85496233227245,-9.323950933297297,0
-4.8405666492433514,7.915317894595921,0
-16.968866429415716,9.457051334821879,0
-32.27831527612316,-27.97811966374732,0
-21.17023989021923,-23.075912968332144,0
40.68474857498265,-54.57177018553286,0
41.14907171648317,-50.15165871253108,0
0.767667538890958,-3.5168460561633363,0
-30.134972247379338,-0.5771092895590044,1
-7.811584144656333,-12.30468019124459,0
-40.103703494938586,-35.2892746020839,0
27.549330716472415,10.184016307834382,0
-12.285360459547228,-30.78167384247523,0
3.6103825231049775,-3.2308979340749833,0
40.741586625871044,-47.47239864336875,0
15.345056484805504,18.87655425873836,0
-28.129079191926024,-10.680072939488616,0
45.897928029513025,-48.36555700974433,0
40.16530732750801,-47.780131340005546,0
-34.62767783101065,-20.619954399143904,0
-15.34351231078446,7.742236995134643,1
26.73452090298537,23.40461051790348,0
-34.02855695126174,-21.204912117039463,0
14.730382821602152,3.54427927964605,0
-37.1628349892736,-11.497170455734269,0
8.673662536174264,0.25470695329358506,0
40.331459367475986,-48.106653297780134,0
-4.511756900515589,9.879110521539454,0
-32.528663688983784,-17.485290534948557,0
-44.430003872739974,-17.34823282935284,0
5.881766310363427,11.31927966771957,0
-33.115228492203016,-9.15355728454799,0
20.560568090660517,12.232389141291597,0
20.683793336940163,16.04120889588518,0
-27.970101625801334,-34.344611183299115,0
38.68881977649015,-50.16664009352534,0
19.962668194471398,5.062434168386875,0
-24.845515999134395,-18.828195106773453,0
9.260524343916074,5.483405238403773,0
32.84395043799424,-45.97152870635051,0
15.333592447054494,18.394685045184048,0
36.892551605514434,-50.99300445544437,0
43.14406916325684,-54.59671840886712,0
8.714624885610693,-8.818490454976391,0
34.28773129557822,-53.63226788303986,0
14.148655003619105,14.632885301181062,0
38.63478194135976,-51.01483894026559,0
-34.888680499813745,-21.925794431912408,0
-29.143540376061626,-22.761175049104217,0
3.960193740307705,7.704513446396529,0
37.71228581520627,-46.73870333276394,0
-13.486238921180714,-18.73524099306552,0
9.735942430410729,12.801611588196067,0
-33.23325727583442,-19.985641016975144,0
45.293363689959754,-50.13227200544707,0
37.82051971670595,-49.44722900883472,0
37.7870359926408,-52.2948125771706,0
-26.008934441854297,-22.73718920901791,0
41.19679906435558,-52.49438752133056,0
-18.066609129585537,-14.201365012113346,0
-41.91303497202649,16.565536086338298,1
44.40487832291083,-53.366029835646124,0
46.16300950606709,-52.105929419179695,0
-31.397183565453023,-9.118654953375897,0
-16.127664364619047,-16.926326226804303,0
-39.355845033624135,-25.767760867759172,0
-32.64656833237956,37.20169166589619,1
-25.44192864236657,-22.59341488832513,0
39.056079604532215,-51.95977608389585,0
-10.25142586657607,11.864543147694276,0
12.653623493996285,4.172413423884179,0
0.08607650543692813,-11.533901136037148,0
39.84845319591263,-46.716131442748015,0
38.175326610079765,-47.98970090251425,0
45.287523968639206,-50.18823416309755,0
40.0668034690702,-51.46053175118314,0
10.01619031356941,14.14772890788791,0
-29.395389018639698,-11.609086864997103,0
-8.179792253871547,17.597122954841684,0
40.587969137154225,-55.452412322326374,0
32.723795938789806,-42.525891247707634,0
36.56609643530943,-52.06157519246168,0
42.20325134073402,-50.807784275012075,0
40.84919847064191,-49.03767696909363,0
-35.02519519804514,-9.708942904035732,0
43.88772137376254,-49.4262842518507,0
-42.659423792189116,-13.465303908552151,0
10.853181425650241,1.9173427835907368,0
-32.56627089481599,-30.89634696683806,0
-37.00673925196088,-26.446397239073637,0
-28.809754921541558,-21.370050438599478,0
7.37253252313496,-5.958939685741134,0
37.147230782535466,-49.094783169019465,0
-38.707289885382764,0.4840236748454707,0
35.940333716803664,-52.397211154494904,0
31.754378303908382,-48.27854943397401,0
45.9765675890673,-49.19442176513888,0
-43.609123794137936,-17.00750329495165,0
16.585442726728303,30.102045387663495,0
43.67107279118055,-51.24158454590206,0
-23.72682866917201,-27.18421781059567,0
-44.72213107836455,-9.374671568341338,0
11.20295631711899,15.14438834058749,0
38.40519287006724,-49.69050286895666,0
18.004095252276823,17.542913298135744,0
-31.879394172167796,-27.14812074015424,0
-35.049929089925605,-15.204394509426368,0
-24.629838906357172,-14.03180837613747,0
15.655096456315441,-7.6076275915581775,0
41.12773721282065,-48.17400785899741,0
35.29187347418772,-43.750581962507084,0
41.52026976229533,-47.715589485634524,0
36.55422628214286,-49.610044243905215,0
-37.41898404556747,-9.692531019972892,0
-35.23815820499159,-24.084867994380637,0
-35.644303578227685,-26.768317381021077,0
3.2135693870589677,6.817624722573798,0
7.558433647093513,19.64087168288357,0
42.624464807441086,-46.9231388910838,0
-2.438632353912851,3.070948022040927,0
41.778367980292515,-48.26465903964449,0
-22.29997926437361,-10.675240838846975,0
-25.430206318110084,-8.874851232400342,0
-20.37137556373232,-31.914274115521742,0
-30.90526795564867,-24.442184704105372,0
-27.966978503428518,-14.423592169282188,0
42.87138491598507,-44.59602437708993,0
43.68869382602834,-50.519163316818776,0
43.282429903634686,-53.89666971268889,0
23.508523306990057,3.4632085936258106,0
3.9048779784071685,8.13028697014554,0
-26.03387541587592,-14.844892371694542,0
46.32135908329188,-46.333729544889195,0
-31.047406441009013,-10.9740817338493,0
44.01972117627153,-51.57120406752457,0
31.840967333804564,15.70507208354516,0
39.534046589475864,-48.0431527013428,0
-29.49414282789519,-22.206719679171652,0
13.361449630262289,7.725237400465922,0
-37.60947496310365,-22.734574561969083,0
-36.082909129729046,-23.14889265626408,0
-24.541289743522725,-12.427383971412908,0
-26.794866893281306,-26.30461003122937,0
16.157711497711418,22.038844371688164,0
-0.06542565279641188,21.398785611290453,0
34.83417774205214,-54.68265012080076,0
-34.23198731362501,-28.605893187532892,0
41.89218109135201,-49.594691292558124,0
39.34835122649506,-52.5351545831112,0
26.6125921454787,5.429037434137282,0
8.020622710153182,30.679063381635522,0
-28.021828383129954,-12.907364057938803,0
-34.13291359008086,-28.186025787004674,0
-41.535282848894475,-12.432563317836973,0
-23.51978209195107,-25.798888670400416,0
-44.15240242991519,-17.066028736861945,0
43.73724695068309,-51.72960474911184,0
-47.55505975856019,-7.204232479089685,0
-25.540731545190514,-14.942269487745197,0
43.036051882328756,-54.448745205114236,0
12.810092502818062,-11.325956261548363,0
-26.843360116126245,-23.406044837212725,0
38.87169177249461,-54.54172923612227,0
-24.00573954496439,-24.779830864195226,0
37.87227396683163,-39.470455181290006,0
-38.77500063507189,-13.42347137573978,0
40.714860497343814,-50.695259401877486,0
16.38051101440757,15.00844474944457,0
37.09202069713177,-53.07506731424277,0
-25.38838923902062,-32.068447745702855,0
-29.300868568639025,-20.12843231398869,0
38.450034740378264,-47.149982231631355,0
5.123937759275065,5.674418121803791,0
39.54449356905704,-49.93986429783284,0
20.965471182302537,-11.912538511652812,0
1.2438174661524286,-3.8279973096433615,0
5.299578522404985,12.658782296520485,0
-26.722517250027604,-24.77594870736746,0
-27.750463856717797,-5.3395100771519,0
-24.167490839981085,-17.190676258983327,0
39.60787571488085,-50.3242829640321,0
7.301250647066287,0.21236284217692614,0
12.571989703559273,7.59334825469787,0
-31.382765398512888,-23.486115975764953,0
13.30880232214457,18.33528961608925,0
-8.664758221439929,-19.22275370331002,0
39.85831943723396,-52.1082644729591,0
-15.53921134901955,19.34319911239274,0
-26.39603420977572,-22.094066321768757,0
-25.12379163833119,-32.44298987072994,0
47.60332726026298,-48.63654160300712,0
2.6696700447601067,28.180619225578248,0
4.183190860513562,-0.14756730692866782,0
40.05030307840126,-46.5304220280081,0
37.42041656542265,-52.917748195390594,0
40.99836990429753,-50.588686591393746,0
42.27715729308026,-49.713325784479025,0
-21.824297786574867,-18.310324806204346,0
14.206996310184788,4.220792231672894,0
-5.708761520684993,-1.2676746890980528,0
-22.02187545872902,-10.544879659528851,0
53.511072965157446,-47.937121523319455,0
37.22822707941173,-47.69375551796402,0
7.86557129069792,24.90726136849952,0
-22.223544274082226,-20.106437083029082,0
13.764095260975166,0.9794844564248955,0
15.878558881377351,16.197387847028686,0
-0.6239352814687962,14.283070972076485,0
33.95781579852201,-52.75113717930172,0
29.203675021442614,-2.2289501955556386,0
41.048066297433905,-46.266308182096544,0
8.196083182375922,23.728484746765304,0
-21.50994993190306,-23.467116533489225,0
43.00187944774038,-50.21220796770042,0
-6.610834155671725,15.032520647495048,0
-23.860165243566954,-20.01371322935251,0
41.892868263247934,-47.534422837878566,0
39.70406087385492,-51.63728085834674,0
24.350873992222354,6.526977110421571,0
-36.62544451098807,-14.514748859890313,0
-9.331410718667463,-30.641810045130704,0
36.54331168330414,-49.94938214340538,0
-14.533122018285143,-17.9459936107057,0
18.72320636720678,11.833420057383517,0
-27.66264937434139,-19.081239277777975,0
-6.929568141953855,9.0166037320525,0
42.615570441084095,-56.108483181343026,0
36.84676294090015,-53.48065263111961,0
12.765815055910487,10.085560808243498,0
43.1247013451504,-50.861553155440305,0
45.34041846907449,-46.245555685498026,0
41.636850314426184,-51.703698397270266,0
4.282539580439386,13.326075103241976,0
39.90067874349341,-48.34943455422814,0
18.691560643892732,18.87290837266742,0
6.001009378688629,12.692947525807341,0
24.65648768921554,7.742236995134643,0
-31.711411730809324,-27.815565915055057,0
2.871542173228356,11.06430227691897,0
38.7237483208612,-53.65861494130292,0
-27.8786886180273,-25.19198816378526,0
41.38955936683422,-48.375659560502285,0
39.68756395954884,-52.109453350880436,0
13.686733088729012,6.066611876726393,0
41.5991196704674,-52.723065786316106,0
-21.032507900750034,-7.442971304484056,0
42.86905417513286,-53.4375968432688,0
43.307784243771195,-45.095581658663725,0
45.26328736006489,-47.41302425832542,0
42.297545404535505,-51.989478132561054,0
-0.5508936817669507,11.262677362340682,0
15.43479378670093,11.998104337187135,0
22.897527540827454,16.731813512699585,0
45.77737364791978,-56.68961810324941,0
34.559905694757624,-50.85143953102547,0
40.98473577718387,-53.67326454931361,0
-37.055686114137394,-31.5417182880217,0
-8.437935834807458,1.0968215198012814,0
43.637149586774775,-46.24571573176024,0
45.91405551429417,-54.18647643237401,0
47.30658831724775,-48.3302118623568,0
43.36432615442566,-45.08508777908432,0
42.44175927923797,-50.1416297561814,0
6.24803619676063,6.822849032437659,0
-23.640615088995528,-9.206919159092564,0
18.90198411124787,20.352493347237527,0
-26.362364828665804,-20.529327476371478,0
3.129859003005027,-3.505559643429832,0
41.66983612545266,-49.67542467260152,0
-37.26802009209753,-15.167140356487646,0
29.258634266694035,-27.469060770366994,1
-10.674421000398766,9.108799604872116,0
-13.322296630151872,-28.06329356342565,0
-24.995323250599995,-21.786172707466477,0
43.30165839129234,-56.904855847831556,0
-39.583663698725296,-23.412570022644587,0
-1.41689114133505,8.063405407202819,0
-25.46767210334675,-25.1877536001531,0
-34.71932316999946,-17.351688777462293,0
38.63863806846839,-50.90289052644854,0
33.64709160516872,-53.475325951558844,0
42.10067725304867,-59.55412584991075,0
-23.017463334573325,-14.14335238853582,0
9.505362903475671,16.748194921666038,0
0.08303336559689534,3.6711972511520807,0
4.140723266822447,13.291067787101296,0
-29.18621433222584,-8.01590583756458,0
13.384838434616912,7.045985898609706,0
-34.69474385934952,15.425600435859646,1
8.766559359538896,13.09047443032654,0
43.7105821272132,-52.52178076317272,0
3.585130909556904,14.87872284871074,0
36.38281925339364,-46.83752912464009,0
-26.214836373857704,-25.62329150431654,0
8.091277804468202,8.018043236202802,0
-37.46484861749688,-27.975453011217013,0
-26.256396622945186,-29.3622456511742,0
-26.727480493327544,-14.666976932344873,0
35.60084538268795,9.0394010027535,0
20.753434019568978,12.106684652031108,0
9.373209027268281,19.551423205012384,0
24.227481360999402,19.262154022415924,0
42.85819904585402,-48.763782247582846,0
-32.678423899556016,-34.35136890553571,0
45.19948497412242,-52.85616697510982,0
40.19069157848919,-56.58604554640777,0
21.05900424357309,4.360525119417567,0
42.439636490618575,-50.577951365777714,0
43.41206075297399,-51.112479457465334,0
43.30581244343505,-52.97991506994022,0
40.83168026953583,-46.056206466741116,0
-34.23133103283724,-13.779231505661823,0
-25.828404807523768,-9.304247411552318,0
-0.7089249806111226,14.824724152431852,0
41.08776236376216,-50.20767343510424,0
12.314459225255723,16.464895377257704,0
-31.06402531144051,-30.56713826004929,0
26.350663945275194,23.11693449272661,0
-39.80943486250147,-2.4268315601683668,0
43.44274168547452,-53.33145310061814,0
42.04270455143523,-46.244364671841765,0
17.682072166317372,12.15396505456288,0
11.838345163225043,36.93033663980496,0
38.60230019745717,-46.38776733305227,0
39.04217962493767,-51.09252857487701,0
40.87427555549486,-43.32476767479718,0
14.96873590507597,20.6977145498385,0
24.81960768436536,7.167819610547674,0
44.98531924429978,-54.62003398959961,0
7.6598014089301865,14.663583744463345,0
-31.60548174700264,-23.23756685490661,0
23.902075490173132,15.578103063518622,0
16.21571889856051,6.303896639563661,0
19.53136633913245,12.871241652018242,0
-25.420228705762113,-14.79227456976447,0
39.95053624703054,-51.31328377076224,0
15.70890510693167,21.355656401805987,0
-2.8030439867089445,18.724573282801448,0
27.611881248673736,9.996863273882253,0
14.60271624982304,11.94842340270138,0
-39.78576184049544,-8.602978143382053,0
39.460039088091754,-52.87055655044216,0
14.581681147886986,0.20278775283193262,0
34.281103027878515,-55.683575940893775,0
35.386069876445426,-51.48014645027279,0
34.99989737764958,-48.77719523700089,0
31.247714030169615,23.313390619884032,0
8.318561814152105,5.279094223028727,0
39.982948249424496,-46.562342980962185,0
-27.89997687318533,-26.273310866878663,0
-44.144453753395176,-19.843633241614548,0
11.598563919974003,-0.27675140925958175,0
10.589842215895974,14.46872500802698,0
