f1,f2,cond
40.940773,-55.20984,0.0
39.80006,-50.359905,0.0
4.568545,20.085857,0.0
9.009923,1.6725256,0.0
44.4929,-49.935844,0.0
-41.06614,-21.723112,0.0
15.450784,16.901188,0.0
19.901426,-2.4269605,0.0
14.56234,10.619371,0.0
-52.54702,-18.20273,0.0
10.716517,3.52015,0.0
-16.259033,21.030737,0.0
43.722034,-51.773026,0.0
-10.4990015,-4.5711274,0.0
43.209896,-50.590794,0.0
27.098066,22.885214,0.0
15.288422,10.66074,0.0
39.206085,-49.64503,0.0
41.000267,-46.463276,0.0
14.835467,10.24178,0.0
39.159996,-51.090073,0.0
9.04854,44.621788,0.0
-30.602394,-18.594864,0.0
-14.23005,-19.223597,0.0
-30.130854,-26.744286,0.0
21.38219,13.576426,0.0
43.23634,-54.40076,0.0
39.88731,-48.995247,0.0
-33.228245,-13.644989,0.0
-32.750412,-19.660332,0.0
44.2428,-50.22865,0.0
-30.214197,-19.874235,0.0
-7.502109,-20.200766,0.0
21.949713,-0.3531044,0.0
18.13664,0.045157425,0.0
40.444992,-52.804333,0.0
36.7362,-47.818752,0.0
-21.949066,-24.857855,0.0
-30.732353,-19.373495,0.0
24.577396,3.8848457,0.0
3.6399784,-0.71273935,0.0
39.6809,-46.977142,0.0
7.0673256,14.522273,0.0
27.662653,-56.951065,0.0
44.636143,-51.49471,0.0
-22.98398,-22.304735,0.0
-23.38926,-13.531499,0.0
43.052494,-52.580208,0.0
1.5106673,4.544884,0.0
13.536896,10.237477,0.0
-23.815052,-24.342218,0.0
9.134326,-4.383782,0.0
-39.114006,-27.986732,0.0
4.781048,16.508413,0.0
-25.465801,5.0522876,0.0
22.626019,13.8657055,0.0
-32.248703,0.6524827,0.0
-35.833054,0.69756377,0.0
-26.647312,-5.1717315,0.0
-34.48485,-31.296942,0.0
38.068592,-31.417524,0.0
-5.999905,-11.826268,0.0
2.1542952,3.423853,0.0
20.252012,-6.322703,0.0
18.520035,14.248717,0.0
8.0774145,6.619079,0.0
-1.1276151,15.677514,0.0
44.85669,-47.319077,0.0
12.563533,10.2567425,0.0
38.37304,-50.690437,0.0
-35.600094,-15.193883,0.0
4.2505703,9.389769,0.0
37.495575,-45.992886,0.0
5.8471117,9.850517,0.0
15.681633,5.3127737,0.0
-18.295742,-26.465603,0.0
-31.032612,-30.476257,0.0
-32.402782,-7.647914,0.0
41.255997,-48.64909,0.0
-21.280468,-8.1488905,0.0
-48.19459,-24.04648,0.0
32.77621,12.44716,0.0
-34.15978,-10.511716,0.0
41.801212,-49.749634,0.0
-24.392109,-21.335285,0.0
-14.811915,7.135429,0.0
-11.404026,20.02714,0.0
-26.104105,1.9869237,0.0
-31.622353,-29.365671,0.0
-28.583675,-14.572924,0.0
-32.59005,-11.434224,0.0
37.52437,-49.911594,0.0
13.481912,22.34349,0.0
25.994287,11.228854,0.0
38.35874,-52.662434,0.0
22.851278,12.053286,0.0
-33.447643,-20.408699,0.0
45.25469,-51.937473,0.0
17.823772,5.9512215,0.0
22.085459,-7.811496,0.0
46.40353,-50.53708,0.0
40.839363,-52.20209,0.0
9.009343,7.9360585,0.0
